PMID
31553134
29903860
29151036
28750149
28625505
28025965
27681888
26507722
25853236
25336916
24699894
23681967
23575872
22122818
21910510
21693769
21059213
19920106
19661926
18514926
17893635
17430256
17143175
16096787
15766818
11587165
11012557
9331017
9342579
31041575
30168004
30159688
30141180
29606543
24986793
24854296
24802860
24752908
20567999
18397683
17580262
17576300
17518508
16361554
12443837
12231522
12162502
11550166
10430069
10389917
9662243
8393097
33965177
33303685
33203665
33064988
33046870
33002543
32915679
32853585
32631655
32616557
32601377
32591433
32503469
32478814
32343640
32324435
32277531
32205463
32192573
32106752
31821549
31634667
31576433
31563517
31522271
31513050
31487218
31455681
31440238
31432705
31398081
31306680
31176752
31109808
31100038
31048330
31046547
30718052
30689736
30642819
30348216
30316010
30189044
30172698
30110194
29802888
29628312
29570421
29518553
29229594
29158363
29106665
29040030
28923104
28729151
28678668
28554253
28434648
27932067
27928714
27169994
27765756
27733243
27354485
27354481
27269947
27269741
26873574
26446948
25897158
25800770
25482239
24145345
23724867
23169436
22658128
22658127
20516446
30396779
30192025
29239000
29106076
28805299
28121368
23912563
23458226
23206451
30883481
26091376
25738850
25684122
15159320
32474728
31667735
31652461
31571146
31167814
29569723
28230262
27904905
27717999
27317414
26088268
25789661
23529813
23389759
22398858
22252796
21956605
15831779
33276076
33219094
33068794
33051340
32916308
32870522
32809217
32730586
32672795
32653053
32479189
32320048
32278621
32193378
32134163
32114283
32097091
32077891
32048771
32036004
31961766
31812554
31795830
31694832
31609651
31605794
31409616
31320352
31301962
31171879
31167817
31154919
31090915
30937889
30885353
30876831
30832606
30804515
30765258
30736858
30715153
30711649
30700328
30665814
30618179
30557521
30529597
30522700
30318516
30166228
30154193
30094792
30012528
30012526
29955135
29853658
29559561
29439857
29437535
29382669
29358500
29284010
29283791
29171176
29119276
29116900
29095678
28886381
28837405
28813164
28678778
28662677
28650338
28634283
28588322
28551359
28522460
28490569
28489510
28453692
28411193
28344809
28291584
28283736
28235882
28168303
28081914
27998967
27863197
27354476
27333219
27247226
27157491
27138582
27117531
27092830
27026676
27019998
27000274
26951310
26787823
26501224
25977344
25891174
25428505
25034862
31732519
31438986
31266741
31070229
29880584
27722854
27632680
26216383
26018350
25456364
25317870
23547849
20112381
18784373
14498766
31030414
29972633
28547774
27170068
33105036
32819972
32376721
31895753
31740568
31530631
31481504
31346927
30894212
30651126
29879143
29716921
29552014
29485070
29237802
28816150
28473314
28428884
28007774
27649551
27549123
27410923
27391442
27378345
26534966
25968455
25924991
24838938
23924790
23833564
23550685
23535954
23171508
22956585
22878899
22326924
20713164
19808874
19147575
19018089
16283570
33075170
33022751
32409982
32012251
31802404
31370779
31049885
30921490
30791225
30374683
30286443
29981580
23179176
23052407
33306418
29933364
26447647
21310650
18429961
32905674
31778283
28984010
28005225
27339736
27330001
26931631
26626991
26157075
27140804
27140796
24843882
23777763
22512291
22223821
20491957
18039351
24461109
12791417
30883047
22367426
27921320
27714763
26298797
22071882
17323789
17161821
15167602
14767029
14557756
12270383
11112021
32115243
31303600
31220220
30900816
30185395
29569712
29522076
29520729
29058821
28971607
26596948
25155588
33249379
33095287
32181989
32135189
31778074
31669155
31171735
30980071
30570839
29768119
29563138
29512900
29468455
29352732
29074098
29047029
28787259
28765324
28729021
28032129
27922734
27836716
