NCT Number,Phases_NCT,PMID
NCT01034137,3_0,29029185
NCT01034137,3_0,28728565
NCT01034137,3_0,27287832
NCT01119859,4_0,26613768
NCT01119859,4_0,25167216
NCT01119859,4_0,23515142
NCT01209689,3_0,23765873
NCT02046603,3_0,31431998
NCT02046603,3_0,30649524
NCT02046603,3_0,29244149
NCT02001987,3_0,30649524
NCT02001987,3_0,29244149
NCT01855789,3_0,29575803
NCT02453256,3_0,32866440
NCT01988012,3_0,30649524
NCT01988012,3_0,29244149
NCT01163747,4_0,24448345
NCT00535782,3_0,22491018
NCT01941095,3_0,30649524
NCT01941095,3_0,29244149
NCT01995201,3_0,31087542
NCT01995201,3_0,30649524
NCT01995201,3_0,29244149
NCT02046616,3_0,30649524
NCT02046616,3_0,29244149
NCT01532869,3_0,29853453
NCT01532869,3_0,29066464
NCT01532869,3_0,27156934
NCT01532869,3_0,29858547
NCT01326962,3_0,27236390
NCT01209702,3_0,23765873
NCT00642460,3_0,32912276
NCT00642460,3_0,30824645
NCT00642460,3_0,23252525
NCT00642460,3_0,25504861
NCT01232569,3_0,24942540
NCT02011334,3_0,32251060
NCT02011334,3_0,30649524
NCT02011334,3_0,29244149
NCT01594424,2_0,26018350
NCT01662063,3_0,27747585
NCT00365001,1_0,22373834
NCT00960440,3_0,27889300
NCT02321930,4_0,32025629
NCT02579811,2_0,31427205
NCT00835978,2_0,28410911
NCT00920816,3_0,28410911
NCT00678392,3_0,28410911
NCT00846365,3_0,29334491
NCT00818883,3_0,22939358
NCT01033071,3_0,22710649
NCT02480764,3_0,32769878
NCT02203916,3_0,29445520
NCT00696436,3_0,21282560
NCT02277691,3_0,29235365
NCT02451150,3_0,30027478
NCT03905135,1_0,32508818
NCT02155647,2_0,29478343
NCT01772004,1_0,32353599
NCT04150562,2_0,32508818
NCT01583218,3_0,28762617
NCT00171561,4_0,23929932
NCT04335786,4_0,32512291
NCT01912534,2_0,31813281
NCT00555217,3_0,24206457
NCT00430508,3_0,22114906
NCT00227318,3_0,16537662
NCT00098137,3_0,22157519
NCT00098137,3_0,24016511
NCT00170924,4_0,17586303
NCT00962949,1_0,22247480
NCT00607672,4_0,26494370
NCT00699452,3_0,25469804
NCT00607035,4_0,22547439
NCT00607035,4_0,19667251
NCT01340326,4_0,22108275
NCT02676466,2_0,30541065
NCT00921570,4_0,20430947
NCT01208701,2_0,24256611
NCT02344602,4_0,28408434
NCT00421733,2_0,23787544
NCT01738035,2_0,28363480
NCT00438945,4_0,21640689
NCT01135212,3_0,27161546
NCT01135212,3_0,21740078
NCT00605072,2_0,23350899
NCT00147264,3_0,23731019
NCT00490958,4_0,21070920
NCT04355936,4_0,32356926
NCT00981526,4_0,28851055
NCT00926289,4_0,22717420
NCT01917149,4_0,28834619
NCT00417222,3_0,25637937
NCT00090259,3_0,25828348
NCT00090259,3_0,25742759
NCT00090259,3_0,19922995
NCT00090259,3_0,27514751
NCT00763893,3_0,26052700
NCT00763893,3_0,20619242
NCT01508026,3_0,28075064
NCT01508026,3_0,24881993
NCT01683084,4_0,26081587
NCT01683084,4_0,28434702
NCT00360763,4_0,21296780
NCT01913470,2_0,29992039
NCT00756938,3_0,24875194
NCT00732069,2_0,26494370
NCT00199927,3_0,20671225
NCT01227603,1_0,23849325
NCT01968759,2_0,31027883
NCT00120003,3_0,22627991
NCT00120003,3_0,21316752
NCT00120003,3_0,20854630
NCT00791830,3_0,33115436
NCT00791830,3_0,26030651
NCT00791830,3_0,23651713
NCT03226340,4_0,29925421
NCT00439738,4_0,22248871
NCT00439738,4_0,20498618
NCT00886353,1_0,23681967
NCT00649389,3_0,19751459
NCT02010905,2_0,29222139
NCT02265861,1_0,25780518
NCT01643434,4_0,24338935
NCT01136564,2_0,23889806
NCT00143949,2_0,20142543
NCT00143949,2_0,19571282
NCT00202618,4_0,18716365
NCT00741585,4_0,31641769
NCT00153062,4_0,22738922
NCT00153062,4_0,22267825
NCT00153062,4_0,18757238
NCT01434134,2_0,29118031
NCT00494715,3_0,18776118
NCT03143166,1_0,31667735
NCT02572960,4_0,29931459
NCT01735890,1_0,25034618
NCT02687932,4_0,30586756
NCT01806363,1_0,27206575
NCT01680198,3_0,31863599
NCT01680198,3_0,25259743
NCT00141453,3_0,21993710
NCT00267943,3_0,19191674
NCT00614380,3_0,24653513
NCT00151814,1_0,22880942
NCT00185159,3_0,21388309
NCT00185159,3_0,19876613
NCT00185159,3_0,24772521
NCT00185159,3_0,21150933
NCT00134160,4_0,25471234
NCT00134160,4_0,24599010
NCT00134160,4_0,23051740
NCT00134160,4_0,22503610
NCT00134160,4_0,19444280
NCT00562952,3_0,23810874
NCT00814255,2_0,21310077
NCT00683124,3_0,19430350
NCT00994617,4_0,29151036
NCT00593710,2_0,25465809
NCT00701428,4_0,27548072
NCT00701428,4_0,26414380
NCT01857999,4_0,24838894
NCT00097786,3_0,28087508
NCT00097786,3_0,20228403
NCT00097786,3_0,20228402
NCT00097786,3_0,25447626
NCT00097786,3_0,20184589
NCT00097786,3_0,18926145
NCT00790946,4_0,22451451
NCT00957554,3_0,22853847
NCT00956644,3_0,22853848
NCT00095290,4_0,17667984
NCT00095238,3_0,27317843
NCT00095238,3_0,26067854
NCT00095238,3_0,24864045
NCT00095238,3_0,22267751
NCT00095238,3_0,21750125
NCT00095238,3_0,21715583
NCT00095238,3_0,20231531
NCT00095238,3_0,19001508
NCT00095238,3_0,31370950
NCT00095238,3_0,22887722
NCT00095238,3_0,22064591
NCT00095238,3_0,21350053
NCT00095238,3_0,21068341
NCT01393782,1_0,25286986
NCT01115426,4_0,22075320
NCT01447654,2_0,26661322
NCT01447654,2_0,25533774
NCT01545479,4_0,22892920
NCT00381134,2_0,24408116
NCT00354991,3_0,19390542
NCT01088295,2_0,23516440
NCT01830530,4_0,29886423
NCT00468923,4_0,30657891
NCT00468923,4_0,26481083
NCT01885559,3_0,25399731
NCT00283686,3_0,25399733
NCT00283686,3_0,25111236
NCT00283686,3_0,22205355
NCT00376272,3_0,23586654
NCT00376272,3_0,19369667
NCT00376272,3_0,21926261
NCT00376272,3_0,21835301
NCT01071122,4_0,26996246
NCT00459771,3_0,27348762
NCT02816736,4_0,32641226
NCT00940680,3_0,22462558
NCT00940667,3_0,22136978
NCT00698646,4_0,22520932
NCT00367939,3_0,19205092
NCT02063100,4_0,25480673
NCT00734630,4_0,23519546
NCT00865020,4_0,23630950
NCT02231125,4_0,28395659
NCT01667614,2_0,24009294
NCT01552954,4_0,26304595
NCT01552954,4_0,25531146
NCT01552954,4_0,26098847
NCT00663377,4_0,20827028
NCT00298714,4_0,19628656
NCT00154271,4_0,18498915
NCT01011660,4_0,22329591
NCT00153101,4_0,30919899
NCT00153101,4_0,25331850
NCT00153101,4_0,22552566
NCT00153101,4_0,18707986
NCT00153101,4_0,18378520
NCT00153101,4_0,24356937
NCT00153101,4_0,24191305
NCT00153101,4_0,22495138
NCT00153101,4_0,20231536
NCT00153101,4_0,19451556
NCT01425411,4_0,22306782
NCT02871687,1_0,32664962
NCT01150461,2_0,24621999
NCT00347087,4_0,21856022
NCT00419835,4_0,20966122
NCT00294775,3_0,27085434
NCT00294775,3_0,22869821
NCT01907373,4_0,25067982
NCT00971165,3_0,21349192
NCT00252720,3_0,21309844
NCT00252720,3_0,19451554
NCT00252720,3_0,18823656
NCT00252694,3_0,18823658
NCT00252694,3_0,21309844
NCT00252694,3_0,19451554
NCT00252733,3_0,18823656
NCT00252733,3_0,21309844
NCT00252733,3_0,19451554
NCT00328302,4_0,18270751
NCT00129233,4_0,20409690
NCT00129233,4_0,24035165
NCT00129233,4_0,22232134
NCT00429364,3_0,29948025
NCT00429364,3_0,25405392
NCT00429364,3_0,23622922
NCT00933231,3_0,30582281
NCT01101009,4_0,21586342
NCT01101009,4_0,24293132
NCT01502787,4_0,23547240
NCT00241124,4_0,25259546
NCT02294539,4_0,28879040
NCT00430950,3_0,22114906
NCT00454662,4_0,26066644
NCT00319202,4_0,16959033
NCT00922480,3_0,21740078
NCT01356017,1_0,22721873
NCT01356043,1_0,22721873
NCT00430833,2_0,19074594
NCT01426529,1_0,24191286
NCT02687178,4_0,27860389
NCT00634400,3_0,29431256
NCT00634400,3_0,24874200
NCT00634400,3_0,22093207
NCT00139386,4_0,26254019
NCT00634712,3_0,32387067
NCT00634712,3_0,31370950
NCT00634712,3_0,29431256
NCT00634309,3_0,29431256
NCT00081731,3_0,24903387
NCT00081731,3_0,24245566
NCT00249795,3_0,21388310
NCT00244621,3_0,20160654
NCT01805453,3_0,30716716
NCT00067990,4_0,24457184
NCT00568178,3_0,23207876
NCT00568178,3_0,22739977
NCT00403481,4_0,20085534
NCT00220220,3_0,19499960
NCT00295542,4_0,26399404
NCT00295542,4_0,19407805
NCT01129557,4_0,22995802
NCT01375322,4_0,22784975
NCT01004237,4_0,23863812
NCT00922441,2_0,23932463
NCT02079805,4_0,30943275
NCT00171028,3_0,18591457
NCT00294086,2_0,20730060
NCT00426348,4_0,24191893
NCT00308347,3_0,21632472
NCT00308347,3_0,18094675
NCT00308347,3_0,18070995
NCT00651235,2_0,23321647
NCT00566774,4_0,18585494
NCT00168857,4_0,18496508
NCT02338843,3_0,32609011
NCT02338843,3_0,32028998
NCT02338843,3_0,30144016
NCT02338843,3_0,28528561
NCT02338843,3_0,26931475
NCT00400582,4_0,29701105
NCT01672476,3_0,25092393
NCT00791258,4_0,23254596
NCT01578772,2_0,27658740
NCT00660309,4_0,22002336
NCT00153049,2_0,17389151
NCT00624052,3_0,24653513
NCT02017639,1_0,27722854
NCT01146652,3_0,33164349
NCT01061736,3_0,31004324
NCT04357808,2_0,32907638
NCT01896232,3_0,28097356
NCT01785875,3_0,30859218
NCT01788046,3_0,28097355
NCT03182699,4_0,31651370
NCT02833857,1_0,32647975
NCT01657162,3_0,28160873
NCT01657162,3_0,32665529
NCT01657162,3_0,32658264
NCT01657162,3_0,31674644
NCT01657162,3_0,31411768
NCT01657162,3_0,29800372
NCT01343004,3_0,32658264
NCT01343004,3_0,32513495
NCT01343004,3_0,31411768
NCT01343004,3_0,30359763
NCT01343004,3_0,27826127
NCT01343004,3_0,27612281
NCT01343004,3_0,27533157
NCT01343004,3_0,31674644
NCT00542425,2_0,25393645
NCT03337477,2_0,32149451
NCT02102633,1_0,27717999
NCT01865747,3_0,29719414
NCT02404870,1_0,29669938
NCT02445248,2_0,32448949
NCT02445248,2_0,32271899
NCT02445248,2_0,32045475
NCT02445248,2_0,31332046
NCT01626495,2_0,27632680
NCT01626495,2_0,25317870
NCT02435849,2_0,29385370
NCT01029366,1_0,25317870
NCT00558259,3_0,24081972
NCT00558259,3_0,23425163
NCT01896622,1_0,28848011
NCT03086356,1_0,32691242
NCT01688830,1_0,26088268
NCT01688830,1_0,28230262
NCT02028780,1_0,30046691
NCT02028780,1_0,28230262
NCT00329238,3_0,23425163
NCT00329238,3_0,27807306
NCT00329238,3_0,24081972
NCT01955720,1_0,27317414
NCT01955720,1_0,28230262
NCT01955720,1_0,27150693
NCT02197416,3_0,31805182
NCT00844415,2_0,27357738
NCT02104947,3_0,31582135
NCT02104947,3_0,31050868
NCT02104947,3_0,30586692
NCT02104947,3_0,28693366
NCT02104947,3_0,27981865
NCT02104947,3_0,26095746
NCT02104947,3_0,26020620
NCT02815670,3_0,30046708
NCT00168805,3_0,22709460
NCT00168805,3_0,22995531
NCT00808067,3_0,23770747
NCT00818753,2_0,23182947
NCT00262600,3_0,32385506
NCT00262600,3_0,31046423
NCT00262600,3_0,30012318
NCT00262600,3_0,28520924
NCT00262600,3_0,28213368
NCT00262600,3_0,27496855
NCT00262600,3_0,26093161
NCT00262600,3_0,26065986
NCT00262600,3_0,24323795
NCT00262600,3_0,24081972
NCT00262600,3_0,24076487
NCT00262600,3_0,24016454
NCT00262600,3_0,23770182
NCT00262600,3_0,23743976
NCT00262600,3_0,23467860
NCT00262600,3_0,23271794
NCT00262600,3_0,22700854
NCT00262600,3_0,22084332
NCT00262600,3_0,21576658
NCT00262600,3_0,21147728
NCT00262600,3_0,21059484
NCT00262600,3_0,20801496
NCT00262600,3_0,19717844
NCT00262600,3_0,32984892
NCT00262600,3_0,29653640
NCT00262600,3_0,29069359
NCT00262600,3_0,27056738
NCT00262600,3_0,26818781
NCT00262600,3_0,26678637
NCT00262600,3_0,23103906
NCT00262600,3_0,22215856
NCT00262600,3_0,21200007
NCT00262600,3_0,19376304
NCT00680186,3_0,24344086
NCT00680186,3_0,27807306
NCT00680186,3_0,24081972
NCT01895777,3_0,33290737
NCT01895777,3_0,31805182
NCT01895777,3_0,30046738
NCT01661101,3_0,29900874
NCT01505881,2_0,23991661
NCT00291330,3_0,27807306
NCT00291330,3_0,19966341
NCT00291330,3_0,24344086
NCT00291330,3_0,24081972
NCT01868243,3_0,26892845
NCT01868243,3_0,24691436
NCT01769703,2_0,26304866
NCT02295826,2_0,32098609
NCT02295826,2_0,28585903
NCT00152971,3_0,22709460
NCT01452347,2_0,23991661
NCT00168818,3_0,17869635
NCT00168818,3_0,26578849
NCT00168818,3_0,22995531
NCT00168818,3_0,22709460
NCT02239120,3_0,31091372
NCT02239120,3_0,32404035
NCT00657150,3_0,26578849
NCT00657150,3_0,21225098
NCT02872649,2_0,28500254
NCT03070171,1_0,31667735
NCT01590823,1_0,24846496
NCT02568397,1_0,31853995
NCT02913326,3_0,32972315
NCT02913326,3_0,31479105
NCT02913326,3_0,29775170
NCT03036124,3_0,31309699
NCT02547935,3_0,30992195
NCT00926380,2_0,24420643
NCT02156960,4_0,26666998
NCT00815516,3_0,29596222
NCT00628719,3_0,20147716
NCT01945281,2_0,31586424
NCT02007434,3_0,27787269
NCT01426373,3_0,31524342
NCT02207257,2_0,26843482
NCT03551743,2_0,32092140
NCT01826266,1_0,26843482
NCT02942576,3_0,29663464
NCT00358150,2_0,20439622
NCT01919801,3_0,27261237
NCT01154361,2_0,25629740
NCT00094653,3_0,26934345
NCT00836407,1_0,29997287
NCT01302496,2_0,32114500
